scheme_name,min_sip,min_lumpsum,expense_ratio,fund_size_cr,fund_age_yr,fund_manager,sortino,alpha,std_dev,beta,sharpe,risk_level,amc_name,rating,category,sub_category,returns_1yr,returns_3yr,returns_5yr,composite_return,rari,net_return,fund_size_category,return_consistency,cluster,risk_cluster_label,investment_score,positive_1yr,rank_by_score,rank_by_return,rank_by_sharpe,is_top50
Quant Small Cap Fund,1000,5000,0.64,3301.0,10,Sanjeev Sharma,3.71,19.16,24.75,0.99,2.11,6,Quant Mutual Fund,5,Equity,Small Cap Mutual Funds,5.4,71.4,23.2,36.51,1.475151515151515,35.87,Mid (500–5K Cr),39.34639563778892,0,📈 High Return / Moderate Risk,88.65,True,3,1,15,True
Quant Tax Plan- Direct Growth,500,500,0.57,2779.0,10,Vasav Sahgal,3.5,17.63,19.74,0.96,2.03,6,Quant Mutual Fund,5,Equity,ELSS Mutual Funds,0.9,54.9,22.2,29.385,1.4886018237082066,28.815,Mid (500–5K Cr),46.29351685511334,0,📈 High Return / Moderate Risk,88.88,True,2,3,26,True
Quantum Dynamic Bond Fund,500,500,0.61,85.0,8,Pankaj Pathak,1.05,0.93,1.77,0.83,0.66,3,Quantum Mutual Fund,3,Debt,Dynamic Bond,5.4,5.9,6.9,6.25,3.5310734463276834,5.64,Small (<500 Cr),72.72957041513679,1,⭐ High Return / Low Risk,26.63,True,740,652,688,False
Quantum Equity Fund,500,500,0.51,88.0,14,Chirag Mehta,3.01,-0.78,14.75,0.86,1.32,6,Quantum Mutual Fund,2,Other,FoFs Domestic,-0.5,22.9,9.1,12.009999999999998,0.814237288135593,11.499999999999998,Small (<500 Cr),61.730680268936666,0,📈 High Return / Moderate Risk,38.47,False,419,364,371,False
Quantum Gold Savings Fund,500,500,0.06,83.0,12,Chirag Mehta,0.98,-0.98,13.78,0.99,0.44,5,Quantum Mutual Fund,1,Other,FoFs Domestic,14.3,11.7,13.0,12.805,0.929245283018868,12.745,Small (<500 Cr),72.19333303096276,0,📈 High Return / Moderate Risk,39.69,True,395,335,734,False
Quantum Liquid Fund,500,5000,0.15,628.0,17,Pankaj Pathak,0.92,0.94,0.36,0.65,0.19,1,Quantum Mutual Fund,2,Debt,Liquid Mutual Funds,5.4,4.0,4.9,4.6850000000000005,13.013888888888893,4.535,Mid (500–5K Cr),72.783873142503,1,⭐ High Return / Low Risk,28.22,True,713,796,769,False
Quantum Long Term Equity Value Fund,500,500,1.29,837.0,17,George Thomas,3.0,2.04,15.72,0.9,1.42,6,Quantum Mutual Fund,2,Equity,Value Funds,2.4,26.5,8.8,13.715,0.8724554707379134,12.425,Mid (500–5K Cr),61.0096102956032,0,📈 High Return / Moderate Risk,45.84,True,286,277,290,False
Quantum Multi Asset Fund,500,500,0.1,49.0,11,Chirag Mehta,3.12,0.61,6.73,0.42,1.24,4,Quantum Mutual Fund,3,Other,FoFs Domestic,5.5,12.4,8.1,9.085,1.349925705794948,8.985,Small (<500 Cr),70.00860444277495,1,⭐ High Return / Low Risk,42.53,True,336,481,466,False
Quantum Tax Saving Fund,500,500,1.29,115.0,14,Christy Mathai,3.04,1.68,15.47,0.88,1.44,6,Quantum Mutual Fund,3,Equity,ELSS Mutual Funds,2.9,26.6,8.9,13.895,0.8981900452488687,12.605,Small (<500 Cr),61.17140136421505,0,📈 High Return / Moderate Risk,46.05,True,283,269,272,False
SBI Arbitrage Opportunities Fund,500,5000,0.36,8800.0,10,Neeraj Kumar,0.93,1.18,0.76,0.45,0.77,1,SBI Mutual Fund,2,Hybrid,Arbitrage Mutual Funds,5.8,4.5,5.4,5.165,6.796052631578947,4.805,Large (5K–20K Cr),72.82750021911482,1,⭐ High Return / Low Risk,29.05,True,691,759,666,False
SBI Banking & Financial Services Fund,500,5000,0.78,3747.0,8,Milind Agrawal,1.98,0.4,22.28,0.85,0.95,6,SBI Mutual Fund,5,Equity,Sectoral / Thematic Mutual Funds,5.5,22.4,12.5,14.565,0.6537253141831239,13.785,Mid (500–5K Cr),65.00196486479935,0,📈 High Return / Moderate Risk,45.22,True,301,237,601,False
SBI Banking and PSU Fund,500,5000,0.35,4982.0,10,Rajeev Radhakrishnan,1.17,4.72,2.06,2.4,0.73,3,SBI Mutual Fund,2,Debt,Banking and PSU Mutual Funds,3.8,6.2,7.0,6.08,2.951456310679612,5.73,Mid (500–5K Cr),71.82800023138985,1,⭐ High Return / Low Risk,31.58,True,618,672,676,False
SBI BlueChip Fund,500,5000,0.9,33987.0,10,Sohini Andani,3.98,1.08,16.39,0.96,1.39,6,SBI Mutual Fund,3,Equity,Large Cap Mutual Funds,4.2,27.0,11.4,15.419999999999998,0.9408175716900548,14.519999999999998,Giant (>20K Cr),61.838291203495984,0,📈 High Return / Moderate Risk,51.34,True,202,193,318,False
SBI Conservative Hybrid Fund,500,5000,0.57,7250.0,10,Saurabh Pant,4.24,5.19,4.11,0.56,2.23,5,SBI Mutual Fund,4,Hybrid,Conservative Hybrid Mutual Funds,6.2,13.8,8.8,10.03,2.440389294403893,9.46,Large (5K–20K Cr),69.63069144779716,1,⭐ High Return / Low Risk,47.95,True,255,454,7,False
SBI Consumption Opportunities Fund,500,5000,1.18,1185.0,10,Saurabh Pant,3.65,10.04,15.53,0.76,1.77,6,SBI Mutual Fund,4,Equity,Sectoral / Thematic Mutual Funds,11.1,31.0,12.7,18.785,1.2095943335479715,17.605,Mid (500–5K Cr),62.43696231841276,0,📈 High Return / Moderate Risk,61.09,True,88,83,98,False
SBI Contra Fund,500,5000,0.91,8340.0,10,Dinesh Balachandran,4.43,15.26,16.56,0.89,2.13,6,SBI Mutual Fund,5,Equity,Contra Funds,15.0,43.4,15.6,25.21,1.522342995169082,24.3,Large (5K–20K Cr),57.2670169569633,0,📈 High Return / Moderate Risk,83.75,True,9,10,12,True
SBI Corporate Bond Fund,500,5000,0.34,16551.0,4,Rajeev Radhakrishnan,1.54,1.51,1.88,0.75,0.92,2,SBI Mutual Fund,3,Debt,Corporate Bond Mutual Funds,4.1,6.4,8.9,7.065,3.757978723404255,6.725,Large (5K–20K Cr),71.09263868695865,1,⭐ High Return / Low Risk,32.71,True,590,543,618,False
SBI Credit Risk Fund,500,10000,0.92,2782.0,10,Lokesh Mallya,2.05,2.96,1.82,0.17,1.5,5,SBI Mutual Fund,3,Debt,Credit Risk Funds,5.2,7.2,7.0,6.71,3.6868131868131866,5.79,Mid (500–5K Cr),72.39181892150553,1,⭐ High Return / Low Risk,31.22,True,629,578,232,False
SBI Dynamic Bond Fund,500,5000,0.87,2407.0,10,Dinesh Ahuja,0.88,1.34,2.49,1.06,0.66,3,SBI Mutual Fund,4,Debt,Dynamic Bond,5.9,5.9,7.9,6.800000000000001,2.7309236947791167,5.930000000000001,Mid (500–5K Cr),72.33863249258351,1,⭐ High Return / Low Risk,24.31,True,766,568,688,False
SBI Equity Hybrid Fund,500,1000,0.79,54492.0,10,R Srinivasan,2.77,0.1,11.8,0.79,1.25,6,SBI Mutual Fund,3,Hybrid,Aggressive Hybrid Mutual Funds,-1.9,18.4,10.8,10.92,0.9254237288135592,10.13,Giant (>20K Cr),63.237115404566566,0,📈 High Return / Moderate Risk,32.65,False,593,423,462,False
SBI Equity Minimum Variance – Direct Growth,500,5000,0.42,134.0,4,Raviprakash Sharma,3.09,2.72,14.84,0.81,1.47,6,SBI Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,4.9,27.0,8.9,14.435,0.9727088948787062,14.015,Small (<500 Cr),61.71751034208025,0,📈 High Return / Moderate Risk,56.92,True,121,246,248,False
SBI Equity Savings Fund,500,1000,0.67,2264.0,8,Neeraj Kumar,3.49,2.91,6.94,1.02,1.47,4,SBI Mutual Fund,3,Hybrid,Equity Savings Mutual Funds,2.2,14.6,8.1,9.195,1.32492795389049,8.525,Mid (500–5K Cr),67.29091414797847,1,⭐ High Return / Low Risk,40.66,True,375,474,248,False
SBI Flexi Cap Fund,500,1000,0.85,15602.0,10,R Srinivasan,3.25,0.62,15.31,0.88,1.4,6,SBI Mutual Fund,3,Equity,Flexi Cap Funds,-1.0,25.2,11.0,13.57,0.8863487916394513,12.72,Large (5K–20K Cr),60.37794766364193,0,📈 High Return / Moderate Risk,38.98,False,408,282,304,False
SBI Floating Rate Debt Fund,500,5000,0.26,1604.0,2,Rajeev Radhakrishnan,2.87,1.855,12.3,0.86,1.29,2,SBI Mutual Fund,3,Debt,Floater Mutual Funds,5.0,18.5,8.9,11.48,0.9333333333333332,11.22,Mid (500–5K Cr),66.54567155389006,0,📈 High Return / Moderate Risk,48.2,True,250,393,396,False
SBI FMP – Series 1 (3668 Days) – Direct Growth,0,5000,0.0,40.0,4,Ranjana Gupta,1.0,9.3,3.62,5.09,0.69,3,SBI Mutual Fund,0,Debt,Fixed Maturity Plans,4.8,6.2,8.9,7.135,1.9709944751381212,7.135,Small (<500 Cr),71.40926649331735,1,⭐ High Return / Low Risk,37.28,True,445,536,683,False
SBI Focused Equity Fund,500,5000,0.69,26561.0,10,R Srinivasan,2.61,-0.62,15.84,0.81,1.17,6,SBI Mutual Fund,3,Equity,Focused Funds,-4.9,22.0,12.2,12.21,0.7708333333333333,11.52,Giant (>20K Cr),59.879247188228646,0,📈 High Return / Moderate Risk,35.8,False,484,353,498,False
SBI Gold Fund,500,5000,0.1,1265.0,10,Raviprakash Sharma,0.95,-0.94,13.62,0.98,0.44,6,SBI Mutual Fund,3,Other,FoFs Domestic,14.8,11.9,13.4,13.155,0.9658590308370044,13.055,Mid (500–5K Cr),72.04304570310896,0,📈 High Return / Moderate Risk,39.77,True,394,304,734,False
SBI Healthcare Opportunities Fund,500,5000,1.09,1574.0,10,Tanmaya Desai,2.12,4.45,19.03,0.87,1.09,6,SBI Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-1.6,25.7,13.6,14.794999999999998,0.7774566473988438,13.704999999999998,Mid (500–5K Cr),59.8140299298054,0,📈 High Return / Moderate Risk,37.86,False,431,221,529,False
SBI Infrastructure Fund,500,5000,1.88,927.0,10,Bhavin Vithiani,4.0,10.52,16.14,0.57,1.79,6,SBI Mutual Fund,4,Equity,Sectoral / Thematic Mutual Funds,12.8,33.5,13.0,20.135,1.2475216852540274,18.255000000000003,Mid (500–5K Cr),61.59949709240478,0,📈 High Return / Moderate Risk,56.95,True,119,57,91,False
SBI Large & Midcap Fund,500,5000,0.99,9441.0,10,Saurabh Pant,3.24,6.49,16.04,0.89,1.67,6,SBI Mutual Fund,5,Equity,Large & Mid Cap Funds,6.5,30.2,13.6,17.99,1.121571072319202,17.0,Large (5K–20K Cr),61.33013717899469,0,📈 High Return / Moderate Risk,59.48,True,104,102,137,False
SBI Liquid Fund,500,500,0.18,57052.0,10,R Arun,4.07,1.35,0.38,0.76,0.88,2,SBI Mutual Fund,3,Debt,Liquid Mutual Funds,5.6,4.3,5.3,5.01,13.18421052631579,4.83,Giant (>20K Cr),72.81264710240735,1,⭐ High Return / Low Risk,33.23,True,575,779,633,False
SBI Long Term Advantage Fund,0,500,1.75,164.0,6,R Srinivasan,3.93,12.2,18.27,0.87,1.79,4,SBI Mutual Fund,0,Equity,ELSS Mutual Funds,0.1,43.3,19.5,23.95,1.3108921729611382,22.2,Small (<500 Cr),51.85601958096779,0,📈 High Return / Moderate Risk,69.71,True,42,15,91,True
SBI Long Term Advantage Fund,0,500,1.76,57.0,7,R Srinivasan,3.71,10.16,15.74,0.83,1.9,4,SBI Mutual Fund,0,Equity,ELSS Mutual Funds,1.1,36.2,15.4,19.82,1.2592121982210926,18.06,Small (<500 Cr),55.84330942380197,0,📈 High Return / Moderate Risk,60.46,True,95,63,55,False
SBI Long Term Advantage Fund,0,500,1.76,30.0,8,R Srinivasan,3.76,9.72,15.74,0.83,1.85,4,SBI Mutual Fund,0,Equity,ELSS Mutual Funds,0.5,35.5,14.5,19.05,1.2102922490470138,17.289999999999996,Small (<500 Cr),55.87705268199768,0,📈 High Return / Moderate Risk,58.7,True,110,79,75,False
SBI Long Term Advantage Fund,0,500,1.76,36.0,8,R Srinivasan,3.69,10.17,15.98,0.84,1.87,4,SBI Mutual Fund,0,Equity,ELSS Mutual Funds,1.0,36.4,14.0,19.24,1.2040050062578225,17.479999999999997,Small (<500 Cr),55.58653730047728,0,📈 High Return / Moderate Risk,59.86,True,101,77,66,False
SBI Long Term Advantage Fund,0,500,1.76,222.0,5,R Srinivasan,3.73,4.52,15.18,0.84,1.61,4,SBI Mutual Fund,0,Equity,ELSS Mutual Funds,4.5,28.2,8.9,14.775,0.9733201581027668,13.015,Small (<500 Cr),60.886853215672005,0,📈 High Return / Moderate Risk,45.42,True,298,223,153,False
SBI Long Term Advantage Fund,0,500,1.76,278.0,5,R Srinivasan,3.18,-0.17,15.54,0.88,1.32,4,SBI Mutual Fund,0,Equity,ELSS Mutual Funds,-2.7,25.1,8.9,12.25,0.7882882882882883,10.49,Small (<500 Cr),59.53004783967151,0,📈 High Return / Moderate Risk,29.35,False,682,350,371,False
SBI Long Term Equity Fund,500,500,1.07,12158.0,10,Dinesh Balachandran,3.21,3.78,15.64,0.9,1.59,6,SBI Mutual Fund,3,Equity,ELSS Mutual Funds,8.7,30.1,11.6,17.495,1.1186061381074168,16.425,Large (5K–20K Cr),61.88428483569714,0,📈 High Return / Moderate Risk,56.28,True,132,123,170,False
SBI Magnum Children’s Benefit Fund,500,5000,0.86,89.0,10,Rajeev Radhakrishnan,3.92,6.29,6.03,0.57,1.72,4,SBI Mutual Fund,4,Solution Oriented,Childrens Funds,3.1,15.2,8.3,9.675,1.6044776119402986,8.815000000000001,Small (<500 Cr),67.42346208230715,0,📈 High Return / Moderate Risk,42.81,True,329,460,121,False
SBI Magnum Comma Fund,500,5000,2.03,417.0,10,Richard Dsouza,2.37,1.41,21.13,1.06,1.24,6,SBI Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-12.1,30.9,11.3,13.48,0.6379555134879319,11.45,Small (<500 Cr),51.96536672354456,0,📈 High Return / Moderate Risk,32.38,False,600,286,466,False
SBI Magnum Equity ESG Fund,500,1000,1.35,4456.0,10,Rohit Shimpi,2.88,-0.26,15.89,0.92,1.29,6,SBI Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-2.7,24.2,12.2,13.419999999999998,0.8445563247325361,12.07,Mid (500–5K Cr),60.01730493165496,0,📈 High Return / Moderate Risk,33.05,False,580,289,396,False
SBI Magnum Gilt Fund,500,5000,0.46,4301.0,10,Dinesh Ahuja,1.1,1.45,2.66,0.53,0.77,3,SBI Mutual Fund,5,Debt,Gilt Mutual Funds,5.7,6.1,8.3,7.01,2.6353383458646613,6.55,Mid (500–5K Cr),72.09333303096275,1,⭐ High Return / Low Risk,29.82,True,671,549,666,False
SBI Magnum Global Fund,500,5000,1.25,5257.0,10,R Srinivasan,2.42,3.66,13.28,0.64,1.42,6,SBI Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,1.6,24.1,11.5,13.93,1.0489457831325302,12.68,Large (5K–20K Cr),62.21636535343526,0,📈 High Return / Moderate Risk,45.55,True,294,267,290,False
SBI Magnum Income Fund,500,5000,0.8,1510.0,10,Dinesh Ahuja,1.56,1.92,2.35,1.04,0.94,4,SBI Mutual Fund,4,Debt,Medium to Long Duration Funds,4.8,6.9,7.8,6.885,2.929787234042553,6.085,Mid (500–5K Cr),71.9538525991287,1,⭐ High Return / Low Risk,28.05,True,715,565,606,False
SBI Magnum Low Duration Fund,500,5000,0.4,7717.0,10,Rajeev Radhakrishnan,3.47,3.11,0.8,1.37,1.58,3,SBI Mutual Fund,3,Debt,Low Duration Funds,5.2,5.6,6.4,5.880000000000001,7.35,5.48,Large (5K–20K Cr),72.88232293830198,1,⭐ High Return / Low Risk,36.5,True,464,692,175,False
SBI Magnum Medium Duration Fund,500,5000,0.69,7087.0,10,Dinesh Ahuja,2.05,2.34,2.19,0.87,1.18,4,SBI Mutual Fund,4,Debt,Medium Duration Funds,4.6,7.2,7.9,6.995,3.1940639269406392,6.305,Large (5K–20K Cr),71.75455951686342,1,⭐ High Return / Low Risk,31.41,True,624,552,492,False
SBI Magnum Midcap Fund,500,5000,0.97,8732.0,10,Sohini Andani,3.93,5.5,17.15,0.91,1.89,6,SBI Mutual Fund,4,Equity,Mid Cap Mutual Funds,6.4,37.0,13.5,20.305,1.1839650145772596,19.335,Large (5K–20K Cr),57.47761158816371,0,📈 High Return / Moderate Risk,67.73,True,50,51,58,True
SBI Magnum Ultra Short Duration Fund,2000,5000,0.31,8907.0,10,R Arun,3.14,2.47,0.58,1.2,1.49,2,SBI Mutual Fund,2,Debt,Ultra Short Duration Funds,5.2,5.1,6.1,5.57,9.60344827586207,5.260000000000001,Large (5K–20K Cr),72.94257597623415,1,⭐ High Return / Low Risk,36.53,True,462,723,237,False
SBI Multi Asset Allocation Fund,500,5000,0.88,609.0,10,Dinesh Balachandran,2.98,2.18,8.2,0.48,1.35,6,SBI Mutual Fund,3,Hybrid,Multi Asset Allocation Mutual Funds,5.9,16.1,9.6,11.135,1.357926829268293,10.255,Mid (500–5K Cr),68.32967799471824,0,📈 High Return / Moderate Risk,40.13,True,381,411,353,False
SBI Nifty Index Fund,500,5000,0.18,3324.0,10,Raviprakash Sharma,3.47,-0.69,16.8,1.0,1.31,6,SBI Mutual Fund,3,Other,Index Funds,0.9,26.0,11.8,14.59,0.8684523809523809,14.41,Mid (500–5K Cr),60.90722958311203,0,📈 High Return / Moderate Risk,56.24,True,134,235,375,False
SBI Overnight Fund,2000,5000,0.1,19888.0,10,R Arun,-0.25,0.56,0.35,0.43,-0.05,1,SBI Mutual Fund,2,Debt,Overnight Mutual Funds,5.3,3.9,4.6,4.494999999999999,12.842857142857142,4.395,Large (5K–20K Cr),72.79333303096276,1,⭐ High Return / Low Risk,26.7,True,739,802,798,False
SBI PSU Fund,500,5000,1.42,505.0,10,Richard Dsouza,2.32,-0.18,19.98,0.78,1.1,6,SBI Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,16.0,26.3,7.4,15.735,0.7875375375375376,14.315,Mid (500–5K Cr),64.0305991060691,0,📈 High Return / Moderate Risk,42.96,True,328,182,524,False
SBI Savings Fund,500,500,0.23,19441.0,10,R Arun,4.1,2.73,0.59,1.19,1.93,3,SBI Mutual Fund,3,Debt,Money Market Funds,5.5,5.3,6.2,5.745,9.73728813559322,5.515,Large (5K–20K Cr),73.0207514683375,1,⭐ High Return / Low Risk,40.78,True,372,711,44,False
SBI Short Term Debt Fund,500,5000,0.35,13289.0,10,Rajeev Radhakrishnan,1.57,5.0,1.7,2.44,1.02,2,SBI Mutual Fund,3,Debt,Short Duration Funds,4.6,6.4,6.8,6.22,3.6588235294117646,5.87,Large (5K–20K Cr),72.3214399755463,1,⭐ High Return / Low Risk,34.1,True,542,659,559,False
SBI Small Cap Fund,500,5000,0.7,15395.0,10,R Srinivasan,4.07,6.48,16.81,0.75,1.88,6,SBI Mutual Fund,4,Equity,Small Cap Mutual Funds,8.2,38.3,15.3,21.93,1.3045806067816776,21.23,Large (5K–20K Cr),57.75897571965195,0,📈 High Return / Moderate Risk,73.49,True,29,26,60,True
SBI Tax Advantage Fund,0,500,1.76,28.0,9,R Srinivasan,4.1,9.96,16.07,0.84,1.85,4,SBI Mutual Fund,0,Equity,ELSS Mutual Funds,1.9,41.1,21.8,24.575000000000003,1.5292470441817052,22.815,Small (<500 Cr),53.89256773978089,0,📈 High Return / Moderate Risk,68.0,True,47,13,75,True
SBI Technology Opportunities Fund,500,5000,0.87,2861.0,10,Saurabh Pant,2.36,8.38,19.71,0.77,1.51,6,SBI Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-8.7,37.1,21.0,20.695,1.049974632166413,19.825,Mid (500–5K Cr),50.25923452610716,0,📈 High Return / Moderate Risk,54.42,False,161,43,221,False
Shriram Balanced Advantage Fund,1000,5000,0.6,48.0,4,Deepak Ramaraju,2.42,-0.22,7.82,0.53,1.22,6,Shriram Mutual Fund,3,Hybrid,Dynamic Asset Allocation or Balanced Advantage,2.9,13.9,8.9,9.45,1.2084398976982096,8.85,Small (<500 Cr),67.98576248367665,1,⭐ High Return / Low Risk,37.99,True,428,465,477,False
Shriram Flexi Cap Fund,1000,5000,0.65,60.0,4,Deepak Ramaraju,2.74,-2.52,14.68,0.85,1.19,6,Shriram Mutual Fund,2,Equity,Flexi Cap Funds,1.4,21.5,8.9,11.81,0.8044959128065394,11.159999999999998,Small (<500 Cr),63.33606961998439,0,📈 High Return / Moderate Risk,43.71,True,314,368,485,False
Shriram Hybrid Equity Fund,1000,5000,0.65,56.0,9,Deepak Ramaraju,2.79,-1.5,11.64,0.81,1.16,6,Shriram Mutual Fund,3,Hybrid,Aggressive Hybrid Mutual Funds,0.7,17.7,8.9,10.34,0.8883161512027491,9.69,Small (<500 Cr),64.99156850822985,0,📈 High Return / Moderate Risk,39.92,True,387,444,500,False
Shriram Long Term Equity Fund,500,500,0.6,36.0,4,Deepak Ramaraju,2.37,-3.01,14.39,0.83,1.14,6,Shriram Mutual Fund,3,Equity,ELSS Mutual Funds,0.8,20.1,8.9,11.2,0.7783182765809589,10.6,Small (<500 Cr),63.801927904081865,0,📈 High Return / Moderate Risk,42.11,True,344,408,508,False
Sundaram Aggressive Hybrid Fund,100,100,0.67,2981.0,10,S Bharath,4.11,2.31,11.63,0.8,1.46,5,Sundaram Mutual Fund,4,Hybrid,Aggressive Hybrid Mutual Funds,1.2,21.7,9.7,12.2,1.049011177987962,11.53,Mid (500–5K Cr),63.19365666064251,0,📈 High Return / Moderate Risk,48.11,True,253,355,260,False
Sundaram Arbitrage Fund,500,100,0.28,108.0,7,Rohit Seksaria,0.48,0.75,0.7,0.39,0.33,2,Sundaram Mutual Fund,1,Hybrid,Arbitrage Mutual Funds,5.3,3.3,2.8,3.475,4.964285714285714,3.1949999999999994,Small (<500 Cr),72.17045737543046,1,⭐ High Return / Low Risk,24.81,True,761,812,758,False
Sundaram Balanced Advantage Fund,500,100,0.62,1532.0,10,S Bharath,3.24,2.13,7.66,0.51,1.51,4,Sundaram Mutual Fund,5,Hybrid,Dynamic Asset Allocation or Balanced Advantage,3.9,11.9,7.2,8.185,1.068537859007833,7.565,Mid (500–5K Cr),69.47296820506284,1,⭐ High Return / Low Risk,38.16,True,423,499,221,False
Sundaram Banking & PSU Debt Fund,250,5000,0.19,450.0,10,Dwijendra Srivastava,0.73,3.49,1.35,2.13,0.48,2,Sundaram Mutual Fund,2,Debt,Banking and PSU Mutual Funds,3.5,5.0,6.1,5.195,3.848148148148148,5.005,Small (<500 Cr),72.18821490093264,1,⭐ High Return / Low Risk,29.63,True,676,756,719,False
Sundaram Consumption Fund,100,100,1.46,1106.0,10,Ratish Varier,3.32,0.56,14.69,0.8,1.28,6,Sundaram Mutual Fund,2,Equity,Sectoral / Thematic Mutual Funds,7.3,22.5,8.8,13.295,0.9050374404356706,11.835,Mid (500–5K Cr),65.11697741928214,0,📈 High Return / Moderate Risk,39.12,True,404,295,432,False
Sundaram Corporate Bond Fund,250,5000,0.28,996.0,10,Dwijendra Srivastava,2.14,1.84,1.74,0.58,1.15,2,Sundaram Mutual Fund,4,Debt,Corporate Bond Mutual Funds,4.5,6.8,7.3,6.565,3.772988505747126,6.284999999999999,Mid (500–5K Cr),72.00001457865595,1,⭐ High Return / Low Risk,34.87,True,509,590,503,False
Sundaram Debt Oriented Hybrid Fund,100,5000,1.2,30.0,10,Dwijendra Srivastava,3.43,2.48,5.16,0.62,1.33,3,Sundaram Mutual Fund,2,Hybrid,Conservative Hybrid Mutual Funds,4.1,11.6,6.2,7.67,1.4864341085271318,6.47,Small (<500 Cr),69.62422460653214,1,⭐ High Return / Low Risk,30.3,True,654,511,365,False
Sundaram Diversified Equity – Direct Growth,100,500,1.66,1623.0,10,Sudhir Kedia,3.5,0.65,15.5,0.9,1.41,6,Sundaram Mutual Fund,2,Equity,ELSS Mutual Funds,2.2,26.1,8.9,13.579999999999998,0.8761290322580644,11.919999999999998,Mid (500–5K Cr),61.16491058524814,0,📈 High Return / Moderate Risk,40.72,True,373,281,297,False
Sundaram Dividend Yield Fund,500,5000,1.02,382.0,10,Ratish Varier,4.03,2.79,13.93,0.8,1.55,6,Sundaram Mutual Fund,0,Equity,Dividend Yield Funds,3.2,26.4,11.7,15.145,1.087221823402728,14.125,Small (<500 Cr),61.75607043130464,0,📈 High Return / Moderate Risk,51.26,True,203,200,195,False
Sundaram Emerging Small Cap Series III – Dir Growth,0,5000,0.75,297.0,5,Rohit Seksaria,4.45,8.84,19.13,0.86,1.97,2,Sundaram Mutual Fund,0,Equity,Small Cap Mutual Funds,9.4,43.7,8.9,21.18,1.1071615263983272,20.43,Small (<500 Cr),53.54431467583227,0,📈 High Return / Moderate Risk,77.8,True,17,36,35,True
Sundaram Emerging Small Cap Series IV – Dir Growth,0,5000,0.75,208.0,5,Rohit Seksaria,4.29,7.54,18.88,0.85,1.9,4,Sundaram Mutual Fund,0,Equity,Small Cap Mutual Funds,6.7,41.4,8.9,19.835,1.050582627118644,19.085,Small (<500 Cr),54.06320179105602,0,📈 High Return / Moderate Risk,73.82,True,27,62,55,True
Sundaram Emerging Small Cap Series V – Dir Growth,0,5000,0.79,79.0,5,Rohit Seksaria,4.56,8.3,19.15,0.86,1.93,6,Sundaram Mutual Fund,0,Equity,Small Cap Mutual Funds,7.6,42.3,8.9,20.33,1.0616187989556136,19.54,Small (<500 Cr),53.82381346387623,0,📈 High Return / Moderate Risk,75.05,True,23,50,44,True
Sundaram Emerging Small Cap Series VI – Dir Growth,0,5000,0.77,41.0,5,Rohit Seksaria,4.27,8.43,18.61,0.84,1.95,6,Sundaram Mutual Fund,0,Equity,Small Cap Mutual Funds,7.8,41.9,8.9,20.23,1.087049973132724,19.46,Small (<500 Cr),54.115424647101165,0,📈 High Return / Moderate Risk,75.09,True,22,54,37,True
Sundaram Emerging Small Cap Series VII – Dir Growth,0,5000,0.97,141.0,4,Rohit Seksaria,3.95,6.51,17.13,0.76,1.86,6,Sundaram Mutual Fund,0,Equity,Small Cap Mutual Funds,8.0,36.9,8.9,18.52,1.081144191476941,17.55,Small (<500 Cr),57.06155487601759,0,📈 High Return / Moderate Risk,66.26,True,55,89,69,False
Sundaram Equity Savings Fund,500,100,0.54,415.0,10,Sudhir Kedia,3.24,2.5,6.14,0.94,1.5,3,Sundaram Mutual Fund,4,Hybrid,Equity Savings Mutual Funds,3.9,16.8,9.9,11.115,1.8102605863192185,10.575,Small (<500 Cr),67.03810259355775,0,📈 High Return / Moderate Risk,45.55,True,294,413,232,False
Sundaram Fin Serv Opportunities – Direct Growth,100,100,0.51,601.0,10,Rohit Seksaria,2.35,2.92,22.98,0.89,1.06,6,Sundaram Mutual Fund,4,Equity,Sectoral / Thematic Mutual Funds,11.4,25.9,12.6,17.015,0.7404264577893821,16.505,Mid (500–5K Cr),65.44576611087236,0,📈 High Return / Moderate Risk,54.84,True,153,135,543,False
Sundaram Focused Fund,100,300,1.2,771.0,10,Ravi Gopalakrishnan,2.47,-1.91,16.55,0.94,1.22,6,Sundaram Mutual Fund,4,Equity,Focused Funds,-1.8,24.5,13.1,14.11,0.8525679758308157,12.91,Mid (500–5K Cr),60.30457519205567,0,📈 High Return / Moderate Risk,34.04,False,546,261,477,False
Sundaram Global Brand Fund,100,100,1.42,117.0,10,Rohit Seksaria,1.59,1.855,16.95,0.86,0.88,6,Sundaram Mutual Fund,0,Other,FoFs Overseas,2.4,20.5,7.7,11.12,0.656047197640118,9.7,Small (<500 Cr),64.18795824001532,0,📈 High Return / Moderate Risk,34.0,True,548,412,633,False
