fund_id,scheme_name,amc_name,category,sub_category,risk_level,risk_cluster_label,cluster,rating,fund_manager,returns_1yr,returns_3yr,returns_5yr,composite_return,net_return,expense_ratio,sharpe,alpha,beta,std_dev,rari,fund_size_cr,fund_size_category,min_sip,min_lumpsum,investment_score,return_consistency,rank_by_score,rank_by_return,rank_by_sharpe,is_top50
652,SBI Magnum Income Fund,SBI Mutual Fund,Debt,Medium to Long Duration Funds,4,⭐ High Return / Low Risk,1,4,Dinesh Ahuja,4.8,6.9,7.8,6.885,6.085,0.8,0.94,1.92,1.04,2.35,2.929787234042553,1510.0,Mid (500–5K Cr),500,5000,28.05,71.9538525991287,715,565,606,False
653,SBI Magnum Low Duration Fund,SBI Mutual Fund,Debt,Low Duration Funds,3,⭐ High Return / Low Risk,1,3,Rajeev Radhakrishnan,5.2,5.6,6.4,5.880000000000001,5.48,0.4,1.58,3.11,1.37,0.8,7.35,7717.0,Large (5K–20K Cr),500,5000,36.5,72.88232293830198,464,692,175,False
654,SBI Magnum Medium Duration Fund,SBI Mutual Fund,Debt,Medium Duration Funds,4,⭐ High Return / Low Risk,1,4,Dinesh Ahuja,4.6,7.2,7.9,6.995,6.305,0.69,1.18,2.34,0.87,2.19,3.1940639269406392,7087.0,Large (5K–20K Cr),500,5000,31.41,71.75455951686342,624,552,492,False
655,SBI Magnum Midcap Fund,SBI Mutual Fund,Equity,Mid Cap Mutual Funds,6,📈 High Return / Moderate Risk,0,4,Sohini Andani,6.4,37.0,13.5,20.305,19.335,0.97,1.89,5.5,0.91,17.15,1.1839650145772596,8732.0,Large (5K–20K Cr),500,5000,67.73,57.47761158816371,50,51,58,True
656,SBI Magnum Ultra Short Duration Fund,SBI Mutual Fund,Debt,Ultra Short Duration Funds,2,⭐ High Return / Low Risk,1,2,R Arun,5.2,5.1,6.1,5.57,5.260000000000001,0.31,1.49,2.47,1.2,0.58,9.60344827586207,8907.0,Large (5K–20K Cr),2000,5000,36.53,72.94257597623415,462,723,237,False
657,SBI Multi Asset Allocation Fund,SBI Mutual Fund,Hybrid,Multi Asset Allocation Mutual Funds,6,📈 High Return / Moderate Risk,0,3,Dinesh Balachandran,5.9,16.1,9.6,11.135,10.255,0.88,1.35,2.18,0.48,8.2,1.357926829268293,609.0,Mid (500–5K Cr),500,5000,40.13,68.32967799471824,381,411,353,False
658,SBI Nifty Index Fund,SBI Mutual Fund,Other,Index Funds,6,📈 High Return / Moderate Risk,0,3,Raviprakash Sharma,0.9,26.0,11.8,14.59,14.41,0.18,1.31,-0.69,1.0,16.8,0.8684523809523809,3324.0,Mid (500–5K Cr),500,5000,56.24,60.90722958311203,134,235,375,False
659,SBI Overnight Fund,SBI Mutual Fund,Debt,Overnight Mutual Funds,1,⭐ High Return / Low Risk,1,2,R Arun,5.3,3.9,4.6,4.494999999999999,4.395,0.1,-0.05,0.56,0.43,0.35,12.842857142857142,19888.0,Large (5K–20K Cr),2000,5000,26.7,72.79333303096276,739,802,798,False
660,SBI PSU Fund,SBI Mutual Fund,Equity,Sectoral / Thematic Mutual Funds,6,📈 High Return / Moderate Risk,0,0,Richard Dsouza,16.0,26.3,7.4,15.735,14.315,1.42,1.1,-0.18,0.78,19.98,0.7875375375375376,505.0,Mid (500–5K Cr),500,5000,42.96,64.0305991060691,328,182,524,False
661,SBI Savings Fund,SBI Mutual Fund,Debt,Money Market Funds,3,⭐ High Return / Low Risk,1,3,R Arun,5.5,5.3,6.2,5.745,5.515,0.23,1.93,2.73,1.19,0.59,9.73728813559322,19441.0,Large (5K–20K Cr),500,500,40.78,73.0207514683375,372,711,44,False
662,SBI Short Term Debt Fund,SBI Mutual Fund,Debt,Short Duration Funds,2,⭐ High Return / Low Risk,1,3,Rajeev Radhakrishnan,4.6,6.4,6.8,6.22,5.87,0.35,1.02,5.0,2.44,1.7,3.6588235294117646,13289.0,Large (5K–20K Cr),500,5000,34.1,72.3214399755463,542,659,559,False
663,SBI Small Cap Fund,SBI Mutual Fund,Equity,Small Cap Mutual Funds,6,📈 High Return / Moderate Risk,0,4,R Srinivasan,8.2,38.3,15.3,21.93,21.23,0.7,1.88,6.48,0.75,16.81,1.3045806067816776,15395.0,Large (5K–20K Cr),500,5000,73.49,57.75897571965195,29,26,60,True
664,SBI Tax Advantage Fund,SBI Mutual Fund,Equity,ELSS Mutual Funds,4,📈 High Return / Moderate Risk,0,0,R Srinivasan,1.9,41.1,21.8,24.575000000000003,22.815,1.76,1.85,9.96,0.84,16.07,1.5292470441817052,28.0,Small (<500 Cr),0,500,68.0,53.89256773978089,47,13,75,True
665,SBI Technology Opportunities Fund,SBI Mutual Fund,Equity,Sectoral / Thematic Mutual Funds,6,📈 High Return / Moderate Risk,0,0,Saurabh Pant,-8.7,37.1,21.0,20.695,19.825,0.87,1.51,8.38,0.77,19.71,1.049974632166413,2861.0,Mid (500–5K Cr),500,5000,54.42,50.25923452610716,161,43,221,False
666,Shriram Balanced Advantage Fund,Shriram Mutual Fund,Hybrid,Dynamic Asset Allocation or Balanced Advantage,6,⭐ High Return / Low Risk,1,3,Deepak Ramaraju,2.9,13.9,8.9,9.45,8.85,0.6,1.22,-0.22,0.53,7.82,1.2084398976982096,48.0,Small (<500 Cr),1000,5000,37.99,67.98576248367665,428,465,477,False
667,Shriram Flexi Cap Fund,Shriram Mutual Fund,Equity,Flexi Cap Funds,6,📈 High Return / Moderate Risk,0,2,Deepak Ramaraju,1.4,21.5,8.9,11.81,11.159999999999998,0.65,1.19,-2.52,0.85,14.68,0.8044959128065394,60.0,Small (<500 Cr),1000,5000,43.71,63.33606961998439,314,368,485,False
668,Shriram Hybrid Equity Fund,Shriram Mutual Fund,Hybrid,Aggressive Hybrid Mutual Funds,6,📈 High Return / Moderate Risk,0,3,Deepak Ramaraju,0.7,17.7,8.9,10.34,9.69,0.65,1.16,-1.5,0.81,11.64,0.8883161512027491,56.0,Small (<500 Cr),1000,5000,39.92,64.99156850822985,387,444,500,False
669,Shriram Long Term Equity Fund,Shriram Mutual Fund,Equity,ELSS Mutual Funds,6,📈 High Return / Moderate Risk,0,3,Deepak Ramaraju,0.8,20.1,8.9,11.2,10.6,0.6,1.14,-3.01,0.83,14.39,0.7783182765809589,36.0,Small (<500 Cr),500,500,42.11,63.801927904081865,344,408,508,False
670,Sundaram Aggressive Hybrid Fund,Sundaram Mutual Fund,Hybrid,Aggressive Hybrid Mutual Funds,5,📈 High Return / Moderate Risk,0,4,S Bharath,1.2,21.7,9.7,12.2,11.53,0.67,1.46,2.31,0.8,11.63,1.049011177987962,2981.0,Mid (500–5K Cr),100,100,48.11,63.19365666064251,253,355,260,False
671,Sundaram Arbitrage Fund,Sundaram Mutual Fund,Hybrid,Arbitrage Mutual Funds,2,⭐ High Return / Low Risk,1,1,Rohit Seksaria,5.3,3.3,2.8,3.475,3.1949999999999994,0.28,0.33,0.75,0.39,0.7,4.964285714285714,108.0,Small (<500 Cr),500,100,24.81,72.17045737543046,761,812,758,False
672,Sundaram Balanced Advantage Fund,Sundaram Mutual Fund,Hybrid,Dynamic Asset Allocation or Balanced Advantage,4,⭐ High Return / Low Risk,1,5,S Bharath,3.9,11.9,7.2,8.185,7.565,0.62,1.51,2.13,0.51,7.66,1.068537859007833,1532.0,Mid (500–5K Cr),500,100,38.16,69.47296820506284,423,499,221,False
673,Sundaram Banking & PSU Debt Fund,Sundaram Mutual Fund,Debt,Banking and PSU Mutual Funds,2,⭐ High Return / Low Risk,1,2,Dwijendra Srivastava,3.5,5.0,6.1,5.195,5.005,0.19,0.48,3.49,2.13,1.35,3.848148148148148,450.0,Small (<500 Cr),250,5000,29.63,72.18821490093264,676,756,719,False
674,Sundaram Consumption Fund,Sundaram Mutual Fund,Equity,Sectoral / Thematic Mutual Funds,6,📈 High Return / Moderate Risk,0,2,Ratish Varier,7.3,22.5,8.8,13.295,11.835,1.46,1.28,0.56,0.8,14.69,0.9050374404356706,1106.0,Mid (500–5K Cr),100,100,39.12,65.11697741928214,404,295,432,False
675,Sundaram Corporate Bond Fund,Sundaram Mutual Fund,Debt,Corporate Bond Mutual Funds,2,⭐ High Return / Low Risk,1,4,Dwijendra Srivastava,4.5,6.8,7.3,6.565,6.284999999999999,0.28,1.15,1.84,0.58,1.74,3.772988505747126,996.0,Mid (500–5K Cr),250,5000,34.87,72.00001457865595,509,590,503,False
676,Sundaram Debt Oriented Hybrid Fund,Sundaram Mutual Fund,Hybrid,Conservative Hybrid Mutual Funds,3,⭐ High Return / Low Risk,1,2,Dwijendra Srivastava,4.1,11.6,6.2,7.67,6.47,1.2,1.33,2.48,0.62,5.16,1.4864341085271318,30.0,Small (<500 Cr),100,5000,30.3,69.62422460653214,654,511,365,False
677,Sundaram Diversified Equity – Direct Growth,Sundaram Mutual Fund,Equity,ELSS Mutual Funds,6,📈 High Return / Moderate Risk,0,2,Sudhir Kedia,2.2,26.1,8.9,13.579999999999998,11.919999999999998,1.66,1.41,0.65,0.9,15.5,0.8761290322580644,1623.0,Mid (500–5K Cr),100,500,40.72,61.16491058524814,373,281,297,False
678,Sundaram Dividend Yield Fund,Sundaram Mutual Fund,Equity,Dividend Yield Funds,6,📈 High Return / Moderate Risk,0,0,Ratish Varier,3.2,26.4,11.7,15.145,14.125,1.02,1.55,2.79,0.8,13.93,1.087221823402728,382.0,Small (<500 Cr),500,5000,51.26,61.75607043130464,203,200,195,False
679,Sundaram Emerging Small Cap Series III – Dir Growth,Sundaram Mutual Fund,Equity,Small Cap Mutual Funds,2,📈 High Return / Moderate Risk,0,0,Rohit Seksaria,9.4,43.7,8.9,21.18,20.43,0.75,1.97,8.84,0.86,19.13,1.1071615263983272,297.0,Small (<500 Cr),0,5000,77.8,53.54431467583227,17,36,35,True
680,Sundaram Emerging Small Cap Series IV – Dir Growth,Sundaram Mutual Fund,Equity,Small Cap Mutual Funds,4,📈 High Return / Moderate Risk,0,0,Rohit Seksaria,6.7,41.4,8.9,19.835,19.085,0.75,1.9,7.54,0.85,18.88,1.050582627118644,208.0,Small (<500 Cr),0,5000,73.82,54.06320179105602,27,62,55,True
681,Sundaram Emerging Small Cap Series V – Dir Growth,Sundaram Mutual Fund,Equity,Small Cap Mutual Funds,6,📈 High Return / Moderate Risk,0,0,Rohit Seksaria,7.6,42.3,8.9,20.33,19.54,0.79,1.93,8.3,0.86,19.15,1.0616187989556136,79.0,Small (<500 Cr),0,5000,75.05,53.82381346387623,23,50,44,True
682,Sundaram Emerging Small Cap Series VI – Dir Growth,Sundaram Mutual Fund,Equity,Small Cap Mutual Funds,6,📈 High Return / Moderate Risk,0,0,Rohit Seksaria,7.8,41.9,8.9,20.23,19.46,0.77,1.95,8.43,0.84,18.61,1.087049973132724,41.0,Small (<500 Cr),0,5000,75.09,54.115424647101165,22,54,37,True
683,Sundaram Emerging Small Cap Series VII – Dir Growth,Sundaram Mutual Fund,Equity,Small Cap Mutual Funds,6,📈 High Return / Moderate Risk,0,0,Rohit Seksaria,8.0,36.9,8.9,18.52,17.55,0.97,1.86,6.51,0.76,17.13,1.081144191476941,141.0,Small (<500 Cr),0,5000,66.26,57.06155487601759,55,89,69,False
684,Sundaram Equity Savings Fund,Sundaram Mutual Fund,Hybrid,Equity Savings Mutual Funds,3,📈 High Return / Moderate Risk,0,4,Sudhir Kedia,3.9,16.8,9.9,11.115,10.575,0.54,1.5,2.5,0.94,6.14,1.8102605863192185,415.0,Small (<500 Cr),500,100,45.55,67.03810259355775,294,413,232,False
685,Sundaram Fin Serv Opportunities – Direct Growth,Sundaram Mutual Fund,Equity,Sectoral / Thematic Mutual Funds,6,📈 High Return / Moderate Risk,0,4,Rohit Seksaria,11.4,25.9,12.6,17.015,16.505,0.51,1.06,2.92,0.89,22.98,0.7404264577893821,601.0,Mid (500–5K Cr),100,100,54.84,65.44576611087236,153,135,543,False
686,Sundaram Focused Fund,Sundaram Mutual Fund,Equity,Focused Funds,6,📈 High Return / Moderate Risk,0,4,Ravi Gopalakrishnan,-1.8,24.5,13.1,14.11,12.91,1.2,1.22,-1.91,0.94,16.55,0.8525679758308157,771.0,Mid (500–5K Cr),100,300,34.04,60.30457519205567,546,261,477,False
687,Sundaram Global Brand Fund,Sundaram Mutual Fund,Other,FoFs Overseas,6,📈 High Return / Moderate Risk,0,0,Rohit Seksaria,2.4,20.5,7.7,11.12,9.7,1.42,0.88,1.855,0.86,16.95,0.656047197640118,117.0,Small (<500 Cr),100,100,34.0,64.18795824001532,548,412,633,False
688,Sundaram Infrastructure Advantage Fund,Sundaram Mutual Fund,Equity,Sectoral / Thematic Mutual Funds,6,📈 High Return / Moderate Risk,0,2,Ashish Aggarwal,7.3,32.5,9.1,16.93,15.06,1.87,1.55,6.79,0.68,18.26,0.9271631982475356,594.0,Mid (500–5K Cr),100,100,49.96,59.43488361433078,217,139,195,False
689,Sundaram Large and Mid Cap Fund,Sundaram Mutual Fund,Equity,Large & Mid Cap Funds,6,📈 High Return / Moderate Risk,0,3,Ravi Gopalakrishnan,-1.3,25.4,11.7,13.895,13.175,0.72,1.43,1.94,0.93,16.28,0.8535012285012284,4885.0,Mid (500–5K Cr),100,100,41.1,60.14180378022398,362,269,280,False
690,Sundaram Large Cap Fund,Sundaram Mutual Fund,Equity,Large Cap Mutual Funds,6,📈 High Return / Moderate Risk,0,5,Sudhir Kedia,0.9,18.5,8.9,10.66,10.06,0.6,1.3,-0.51,0.91,15.44,0.6904145077720207,2855.0,Mid (500–5K Cr),100,100,42.67,64.681220155305,332,428,387,False
691,Sundaram Liquid Fund,Sundaram Mutual Fund,Debt,Liquid Mutual Funds,2,⭐ High Return / Low Risk,1,4,Dwijendra Srivastava,5.7,4.2,3.3,4.095000000000001,3.9250000000000007,0.17,0.98,1.36,0.74,0.38,10.776315789473683,4169.0,Mid (500–5K Cr),2000,1000,32.45,72.28089746566455,597,806,584,False
692,Sundaram Low Duration Fund,Sundaram Mutual Fund,Debt,Low Duration Funds,2,⭐ High Return / Low Risk,1,2,Dwijendra Srivastava,5.6,4.9,1.8,3.645,3.315,0.33,0.83,1.44,-1.59,4.28,0.8516355140186915,433.0,Small (<500 Cr),2000,1000,27.6,71.47095818934709,728,808,649,False
693,Sundaram LT MC Tax Advantage Fund,Sundaram Mutual Fund,Equity,ELSS Mutual Funds,6,📈 High Return / Moderate Risk,0,0,Rohit Seksaria,1.4,42.8,9.5,19.535,18.315,1.22,1.82,13.85,0.98,20.25,0.9646913580246912,27.0,Small (<500 Cr),0,500,71.89,51.55227562709091,35,70,83,True
694,Sundaram LT MC Tax Advantage Fund,Sundaram Mutual Fund,Equity,ELSS Mutual Funds,6,📈 High Return / Moderate Risk,0,0,Rohit Seksaria,3.8,44.8,9.8,20.85,19.62,1.23,1.88,15.38,0.98,20.47,1.0185637518319492,31.0,Small (<500 Cr),0,500,75.55,51.34986145730626,20,40,60,True
695,Sundaram LT MC Tax Advantage Fund,Sundaram Mutual Fund,Equity,ELSS Mutual Funds,6,📈 High Return / Moderate Risk,0,0,Rohit Seksaria,3.5,42.3,8.6,19.375,18.114999999999995,1.26,1.81,13.76,0.95,19.92,0.9726405622489958,62.0,Small (<500 Cr),0,500,70.84,52.40961103191019,38,73,86,True
696,Sundaram LT Tax Advantage Fund,Sundaram Mutual Fund,Equity,ELSS Mutual Funds,6,📈 High Return / Moderate Risk,0,0,Rohit Seksaria,5.4,46.9,8.9,21.5,20.2,1.3,1.86,13.41,0.93,18.95,1.134564643799472,18.0,Small (<500 Cr),0,500,74.86,50.47703445799495,24,30,69,True
697,Sundaram LT Tax Advantage Fund,Sundaram Mutual Fund,Equity,ELSS Mutual Funds,6,📈 High Return / Moderate Risk,0,0,Rohit Seksaria,4.0,29.2,12.5,16.645,15.445,1.2,1.51,2.08,0.94,16.02,1.0390137328339577,10.0,Small (<500 Cr),0,500,52.1,60.67290662099755,190,151,221,False
698,Sundaram LT Tax Advantage Fund,Sundaram Mutual Fund,Equity,ELSS Mutual Funds,6,📈 High Return / Moderate Risk,0,0,Rohit Seksaria,4.4,29.6,11.5,16.415,15.405,1.01,1.53,2.52,0.94,16.1,1.019565217391304,16.0,Small (<500 Cr),0,500,54.56,60.49936006911105,158,158,207,False
699,Sundaram Medium Term Bond Fund,Sundaram Mutual Fund,Debt,Medium Duration Funds,3,⭐ High Return / Low Risk,1,2,Dwijendra Srivastava,2.5,5.0,5.3,4.635,3.5249999999999995,1.11,0.05,-0.16,1.03,2.44,1.899590163934426,45.0,Small (<500 Cr),250,5000,14.11,71.95601935661607,812,797,783,False
700,Sundaram Mid Cap Fund,Sundaram Mutual Fund,Equity,Mid Cap Mutual Funds,6,📈 High Return / Moderate Risk,0,2,S Bharath,4.3,27.4,8.2,14.139999999999995,13.099999999999998,1.04,1.53,-1.14,0.87,16.07,0.8799004355942749,7048.0,Large (5K–20K Cr),100,100,48.81,61.127654723647794,237,260,207,False
701,Sundaram Money Market Fund,Sundaram Mutual Fund,Debt,Money Market Funds,1,⭐ High Return / Low Risk,1,3,Sandeep Agarwal,5.4,4.7,8.9,6.73,6.510000000000001,0.22,1.34,1.87,0.96,0.44,15.295454545454549,64.0,Small (<500 Cr),1000,1000,38.53,71.24314785339773,417,575,359,False
702,Sundaram Multi Cap Fund,Sundaram Mutual Fund,Equity,Multi Cap Funds,6,📈 High Return / Moderate Risk,0,3,Sudhir Kedia,-2.2,28.1,11.0,14.345,13.374999999999998,0.97,1.48,2.11,0.9,15.69,0.91427660930529,1795.0,Mid (500–5K Cr),100,100,41.17,58.30155894101527,359,252,241,False
703,Sundaram Multi Cap Fund,Sundaram Mutual Fund,Equity,Multi Cap Funds,6,📈 High Return / Moderate Risk,0,0,Rohit Seksaria,1.5,25.0,8.9,13.055,12.265,0.79,1.39,0.55,0.91,15.71,0.8309993634627625,84.0,Small (<500 Cr),0,5000,48.63,61.47792625466093,240,314,318,False
704,Sundaram Multi Cap Fund,Sundaram Mutual Fund,Equity,Multi Cap Funds,6,📈 High Return / Moderate Risk,0,0,Rohit Seksaria,1.6,25.0,8.9,13.075,12.285,0.79,1.39,0.55,0.91,15.69,0.8333333333333333,143.0,Small (<500 Cr),0,5000,48.65,61.52072540633339,239,311,318,False
705,Sundaram Nifty 100 Equal Weight Fund,Sundaram Mutual Fund,Other,Index Funds,6,📈 High Return / Moderate Risk,0,2,Rohit Seksaria,-3.1,26.2,8.2,12.24,11.78,0.46,1.27,-0.45,0.98,16.99,0.7204237786933491,52.0,Small (<500 Cr),500,100,40.81,58.71621107391939,371,351,442,False
706,Sundaram Overnight Fund,Sundaram Mutual Fund,Debt,Overnight Mutual Funds,2,⭐ High Return / Low Risk,1,2,Sandeep Agarwal,5.4,3.9,8.9,6.45,6.38,0.07,-0.05,0.6,0.46,0.35,18.42857142857143,1006.0,Mid (500–5K Cr),1000,5000,30.34,70.92753231123932,653,610,798,False
707,Sundaram Services Fund,Sundaram Mutual Fund,Equity,Sectoral / Thematic Mutual Funds,6,📈 High Return / Moderate Risk,0,0,Rohit Seksaria,3.2,31.3,8.9,15.6,14.670000000000002,0.93,1.6,4.81,0.92,16.55,0.9425981873111784,2272.0,Mid (500–5K Cr),750,100,57.42,58.63926512572773,117,187,162,False
708,Sundaram Short Duration Fund,Sundaram Mutual Fund,Debt,Short Duration Funds,2,⭐ High Return / Low Risk,1,5,Dwijendra Srivastava,4.8,6.4,4.8,5.359999999999999,5.079999999999999,0.28,0.86,2.16,-1.49,4.82,1.1120331950207467,200.0,Small (<500 Cr),2000,5000,30.99,72.56957260025936,634,740,641,False
709,Sundaram Small Cap Fund,Sundaram Mutual Fund,Equity,Small Cap Mutual Funds,6,📈 High Return / Moderate Risk,0,2,Ravi Gopalakrishnan,1.6,44.9,9.3,20.22,19.21,1.01,1.88,6.06,0.83,18.08,1.1183628318584071,1962.0,Mid (500–5K Cr),250,100,73.08,50.39376593545207,32,55,60,True
710,Sundaram Tax Savings Fund,Sundaram Mutual Fund,Equity,ELSS Mutual Funds,6,📈 High Return / Moderate Risk,0,3,Sudhir Kedia,1.2,27.7,9.9,14.39,12.63,1.76,1.48,1.74,0.92,15.82,0.9096080910240202,930.0,Mid (500–5K Cr),500,500,42.52,59.98543410724656,337,249,241,False
711,Sundaram Ultra Short Duration Fund,Sundaram Mutual Fund,Debt,Ultra Short Duration Funds,3,⭐ High Return / Low Risk,1,3,Sandeep Agarwal,5.7,4.7,4.5,4.8100000000000005,4.640000000000001,0.17,1.85,2.16,0.99,0.46,10.456521739130435,1412.0,Mid (500–5K Cr),2000,1000,39.53,72.8504229802299,399,793,75,False
712,Tata Arbitrage Fund,Tata Mutual Fund,Hybrid,Arbitrage Mutual Funds,1,⭐ High Return / Low Risk,1,5,Sailesh Jain,5.7,5.0,8.9,6.895,6.614999999999999,0.28,1.36,1.94,0.69,0.75,9.193333333333332,5925.0,Large (5K–20K Cr),150,5000,36.78,71.41407034112933,456,559,344,False
713,Tata Balanced Advantage Fund,Tata Mutual Fund,Hybrid,Dynamic Asset Allocation or Balanced Advantage,4,📈 High Return / Moderate Risk,0,4,RahulSingh,5.8,18.7,8.9,11.71,11.43,0.28,1.69,3.8,0.57,8.5,1.3776470588235292,6396.0,Large (5K–20K Cr),150,5000,52.02,66.75958716901242,191,373,130,False
714,Tata Banking & Financial Services Fund,Tata Mutual Fund,Equity,Sectoral / Thematic Mutual Funds,6,📈 High Return / Moderate Risk,0,4,Sonam Udasi,11.9,23.2,12.6,16.17,15.580000000000002,0.59,1.0,1.61,0.81,21.31,0.7587986860628814,1272.0,Mid (500–5K Cr),150,5000,50.25,67.16166658365206,213,168,570,False
715,Tata Banking & PSU Debt Fund,Tata Mutual Fund,Debt,Banking and PSU Mutual Funds,2,⭐ High Return / Low Risk,1,3,Amit Somani,4.0,6.9,8.9,7.22,6.989999999999999,0.23,0.89,4.51,1.85,2.28,3.166666666666667,262.0,Small (<500 Cr),150,5000,35.45,71.02959603201178,491,533,631,False
716,Tata Digital India Fund,Tata Mutual Fund,Equity,Sectoral / Thematic Mutual Funds,6,📈 High Return / Moderate Risk,0,0,Meeta Shetty,-16.0,39.0,22.1,20.395,20.085,0.31,1.37,6.11,0.92,22.78,0.8953028972783142,6765.0,Large (5K–20K Cr),150,5000,58.5,45.3205920685833,112,49,339,False
717,Tata Equity P/E Fund,Tata Mutual Fund,Equity,Value Funds,6,📈 High Return / Moderate Risk,0,2,Sonam Udasi,6.6,27.8,10.0,15.55,14.64,0.91,1.54,3.51,0.86,14.91,1.0429242119382964,5119.0,Large (5K–20K Cr),150,5000,54.09,62.10737676897053,168,190,201,False
718,Tata Equity Saving Fund,Tata Mutual Fund,Hybrid,Equity Savings Mutual Funds,4,⭐ High Return / Low Risk,1,3,Sailesh Jain,3.4,12.0,7.5,8.254999999999999,8.135,0.12,1.54,2.17,0.81,5.15,1.602912621359223,142.0,Small (<500 Cr),150,5000,44.05,69.19178292276533,312,498,201,False
719,Tata Ethical Fund,Tata Mutual Fund,Equity,Sectoral / Thematic Mutual Funds,6,📈 High Return / Moderate Risk,0,0,Abhinav Sharma,-1.6,27.9,13.1,15.339999999999998,14.4,0.94,1.53,4.88,0.74,14.48,1.05939226519337,1501.0,Mid (500–5K Cr),150,5000,43.38,58.74330478240224,321,195,207,False
720,Tata Flexi Cap Fund,Tata Mutual Fund,Equity,Flexi Cap Funds,6,📈 High Return / Moderate Risk,0,2,Sonam Udasi,-2.5,21.3,8.9,10.96,10.19,0.77,1.23,-1.52,0.79,13.88,0.7896253602305475,2096.0,Mid (500–5K Cr),150,5000,33.78,61.58983214536892,553,421,471,False
721,Tata Floating Rate Fund,Tata Mutual Fund,Debt,Floater Mutual Funds,2,📈 High Return / Moderate Risk,0,4,Akhil Mittal,5.6,18.5,8.9,11.6,11.3,0.3,1.29,1.855,0.86,12.3,0.9430894308943087,225.0,Small (<500 Cr),150,5000,47.88,66.79184065985616,257,381,396,False
722,Tata Focused Equity Fund,Tata Mutual Fund,Equity,Focused Funds,6,📈 High Return / Moderate Risk,0,3,Meeta Shetty,0.4,28.4,8.9,14.025,13.564999999999998,0.46,1.43,1.14,0.96,16.67,0.8413317336532692,1212.0,Mid (500–5K Cr),150,5000,56.08,59.13773017586352,138,263,280,False
723,Tata Gilt Securities Fund,Tata Mutual Fund,Debt,Gilt Mutual Funds,2,⭐ High Return / Low Risk,1,2,Akhil Mittal,5.2,4.8,6.9,5.825,4.925,0.9,0.27,0.07,0.66,2.99,1.9481605351170568,256.0,Small (<500 Cr),150,5000,18.9,72.3782844520509,804,700,763,False
724,Tata Hybrid Equity Fund,Tata Mutual Fund,Hybrid,Aggressive Hybrid Mutual Funds,6,📈 High Return / Moderate Risk,0,3,Chandraprakash Padiyar,6.2,22.8,10.5,13.945,12.895,1.05,1.47,2.77,0.84,12.35,1.1291497975708502,3166.0,Mid (500–5K Cr),150,5000,46.72,64.87803655705466,271,266,248,False
725,Tata India Consumer Fund,Tata Mutual Fund,Equity,Sectoral / Thematic Mutual Funds,6,📈 High Return / Moderate Risk,0,2,Sonam Udasi,2.8,23.0,10.6,13.38,12.47,0.91,1.31,1.38,0.73,13.88,0.9639769452449568,1346.0,Mid (500–5K Cr),150,5000,46.09,63.30641331333794,282,292,375,False
726,Tata India Pharma & Healthcare Fund,Tata Mutual Fund,Equity,Sectoral / Thematic Mutual Funds,6,📈 High Return / Moderate Risk,0,0,Meeta Shetty,-8.1,21.7,14.8,12.634999999999998,11.624999999999998,1.01,1.0,2.68,0.86,18.72,0.6749465811965811,485.0,Small (<500 Cr),150,5000,33.5,57.893867228143314,563,340,570,False
727,Tata India Tax Savings Fund,Tata Mutual Fund,Equity,ELSS Mutual Funds,6,📈 High Return / Moderate Risk,0,0,Tejas Gutka,2.2,26.5,12.0,15.114999999999998,14.355,0.76,1.39,0.43,0.94,16.24,0.9307266009852216,3078.0,Mid (500–5K Cr),500,500,51.9,61.26781327377725,192,201,318,False
728,Tata Infrastructure Fund,Tata Mutual Fund,Equity,Sectoral / Thematic Mutual Funds,6,📈 High Return / Moderate Risk,0,3,Abhinav Sharma,14.0,35.0,13.1,20.945,19.525,1.42,1.73,9.44,0.63,17.14,1.2219953325554258,950.0,Mid (500–5K Cr),150,5000,62.82,61.10099668949752,73,38,118,False
729,Tata Large & Mid Cap Fund,Tata Mutual Fund,Equity,Large & Mid Cap Funds,6,📈 High Return / Moderate Risk,0,4,Chandraprakash Padiyar,8.8,33.5,14.0,19.785,18.895,0.89,1.46,2.58,0.94,16.57,1.1940253470126736,3680.0,Mid (500–5K Cr),150,5000,61.37,60.4716843898216,84,64,260,False
730,Tata Large Cap Fund,Tata Mutual Fund,Equity,Large Cap Mutual Funds,6,📈 High Return / Moderate Risk,0,2,Amey Sathe,1.8,25.7,11.3,14.44,13.2,1.24,1.35,0.45,0.94,16.0,0.9025,1365.0,Mid (500–5K Cr),150,5000,45.26,61.45990736188027,300,245,353,False
731,Tata Liquid Fund,Tata Mutual Fund,Debt,Liquid Mutual Funds,2,⭐ High Return / Low Risk,1,3,Amit Somani,5.6,4.4,5.3,5.045,4.835,0.21,0.93,1.42,0.8,0.38,13.276315789473683,18212.0,Large (5K–20K Cr),150,5000,33.4,72.86883323112292,567,773,611,False
732,Tata Mid Cap Growth Fund,Tata Mutual Fund,Equity,Mid Cap Mutual Funds,6,📈 High Return / Moderate Risk,0,3,Satish Chandra Mishra,1.3,29.2,13.5,16.555,15.575,0.98,1.61,0.16,0.87,15.94,1.038582183186951,1759.0,Mid (500–5K Cr),150,5000,54.16,59.50679188122408,167,155,153,False
